,artistFamiliarity,artistHottness,artistName,dancebility,duration,endOfFadeIn,energy,loudness,songHotness,songID,songTitle,tempo,trackID
0,0.7078399684415906,0.5324458709594074,b'Devo',0.0,205.50485,0.154,0.0,-16.619,0.5637552083912959,b'SOACUIU12A6D4F715B',b'Going Under',94.48,../MillionSongSubset/data/A/T/Z/TRATZQS128F1467D4B.h5
1,0.8844610520596998,0.6194314223109001,b'Sean Paul',0.0,245.34159,0.252,0.0,-7.663,0.5690490346799796,b'SOBEVGM12A67ADBCA7',b'Baby Boy [feat. Beyonce]',91.099,../MillionSongSubset/data/B/D/O/TRBDOVF128E0795641.h5
2,0.7078399684415906,0.5324458709594074,b'Devo',0.0,175.25506,0.0,0.0,-11.951,0.4432913119053975,b'SOBVTQI12A6D4F80ED',b'Be Stiff (Live)',152.942,../MillionSongSubset/data/B/E/N/TRBENDH128F1467D62.h5
3,0.8440850613953652,0.7136698195798281,"b""Guns N' Roses""",0.0,352.96608,0.113,0.0,-7.483,0.7103656705324767,b'SODTTUB12AB0184F48',b'Catcher In The Rye',85.239,../MillionSongSubset/data/A/W/Y/TRAWYNV128F92F5E7E.h5
4,0.8440850613953652,0.7136698195798281,"b""Guns N' Roses""",0.0,237.13914,3.257,0.0,-8.591,0.7197471409956403,b'SODXTMM12AF729F8F1',b'Mama Kin',156.65,../MillionSongSubset/data/A/D/E/TRADESF128F4214D8E.h5
5,0.8650215114996607,0.9160532282837347,b'Coldplay',0.0,274.41587,0.322,0.0,-7.446,0.8102636131560579,b'SOEHTZE12A6310F0F2',b'One I Love',134.027,../MillionSongSubset/data/A/G/S/TRAGSGF128E0780CA7.h5
6,0.639396479556684,0.43094204343555065,b'David Arkenstone',0.0,363.41506,4.87,0.0,-18.327,0.2707759989463275,b'SOEMXXF12A6D4F932C',b'Waterfall (Spirit Of The Rainforest Album Version)',106.998,../MillionSongSubset/data/A/Q/F/TRAQFGR128EF34E7AF.h5
7,0.7379725284001423,0.555968803751809,b'Toni Braxton Featuring Shaggy',0.0,219.01016,0.235,0.0,-5.21,,b'SOEXSIN12A8C133B0A',b'Christmas In Jamaica',149.94,../MillionSongSubset/data/A/A/L/TRAALCM128F4264370.h5
8,0.9195170922254553,0.5479404294879846,b'Plies featuring Tank',0.0,218.04363,3.129,0.0,-5.672,0.46630483075728635,b'SOFKEDR12A8C13D381',b'You (featuring Tank) (Amended Album Version)',73.178,../MillionSongSubset/data/A/V/P/TRAVPOV128F429EC1B.h5
9,0.9020629269028733,0.5546332305741549,b'Lupe Fiasco feat. Matthew Santos',0.0,213.34159,0.151,0.0,-10.027,0.6641517034619344,b'SOGXSWA12A6D4FBC99',b'Fighters (feat. Matthew Santos) (Amended Album Version)',140.046,../MillionSongSubset/data/A/W/M/TRAWMBE128F423A76C.h5
10,0.9160582384829289,0.5354083792298137,b'Lily Allen',0.0,277.83791,6.327,0.0,-6.399,0.74046782736251,b'SOHIHSR12AB0184E8F',"b""Everyone's At It""",116.957,../MillionSongSubset/data/B/C/J/TRBCJUF128F93190C2.h5
11,0.8148296561331122,0.7760376560525726,b'The Rolling Stones',0.0,272.43057,2.055,0.0,-8.242,0.7351686692630743,b'SOJDHGS12A6310D85E',b'Rocks Off',141.808,../MillionSongSubset/data/A/K/L/TRAKLHO128F42BA554.h5
12,0.7142014472093124,0.49612334604345754,b'Foghat',0.0,300.14649,0.072,0.0,-5.693,0.26586104921065007,b'SOJLMEY12A6D4FB027',b'Dead End Street',137.804,../MillionSongSubset/data/B/H/J/TRBHJAY128F14A9061.h5
13,0.8736271743351188,0.5602055463890734,b'Fergie',0.0,293.19791,0.0,0.0,-6.229,0.6538998456452911,b'SOJZBCP12A67ADA093',b'Velvet',150.003,../MillionSongSubset/data/B/D/U/TRBDUXD128F148328A.h5
14,0.8894607253481954,0.6120672682978017,b'Beyonc\xc3\xa9 feat. Slim Thug',0.0,211.17342,0.299,0.0,-4.293,0.7295154739296363,b'SOKXYUW12A8C140229',b'Check On It',110.695,../MillionSongSubset/data/A/Y/Q/TRAYQLP128F92FA224.h5
15,0.9178639058476191,0.9082026192084819,b'Rihanna',0.0,213.26322,0.229,0.0,-6.146,0.7051480052409742,b'SOKZTHA12A8C134830',b'Good Girl Gone Bad',94.987,../MillionSongSubset/data/B/D/H/TRBDHKL128F426BE45.h5
16,0.9473275066349645,0.6312895075854603,b'Britney Spears',0.0,196.80608,0.275,0.0,-3.693,0.8399838787545322,b'SOLSJHM12A8C139B46',"b""Can't Make You Love Me""",107.969,../MillionSongSubset/data/B/A/L/TRBALRR128F429625D.h5
17,0.8216973167394691,0.6017297557100237,b'Deftones',0.0,334.75873,0.0,0.0,-6.893,0.6588519378924199,b'SONCELS12A58A7D2A7',b'No Ordinary Love (Remastered LP Version)',166.03,../MillionSongSubset/data/B/H/I/TRBHIRB128F1452ACC.h5
18,0.9178639058476191,0.9082026192084819,b'Rihanna',0.0,235.98975,0.125,0.0,-8.298,0.668601100986255,b'SONQNPM12A67020A32',b'Music Of The Sun',85.976,../MillionSongSubset/data/A/I/Y/TRAIYDL128E0791583.h5
19,0.9349352673982083,0.7870054686892299,b'Mariah Carey',0.0,652.40771,0.258,0.0,-7.863,,b'SOOSBQP12A8C1353B6',b'Anytime You Need A Friend',121.884,../MillionSongSubset/data/B/D/O/TRBDOFA128F427C09D.h5
20,0.8650215114996607,0.9160532282837347,b'Coldplay',0.0,269.34812,2.81,0.0,-6.294,0.7012663526153119,b'SOPMAEU12A67AE0C81',b'The World Turned Upside Down',136.82,../MillionSongSubset/data/B/C/J/TRBCJSZ128E07969B5.h5
21,0.6548608223430427,0.4514660603634324,b'MC5',0.0,307.722,0.13,0.0,-8.392,0.6756968072898051,b'SOPMKMD12A67020BD9',b'Miss X (LP Version)',75.706,../MillionSongSubset/data/A/E/F/TRAEFON128E078C6F8.h5
22,0.8457688664485438,0.7888059351620142,b'Kings Of Leon',0.0,168.82893,0.173,0.0,-6.538,0.9102250754999608,b'SOPWKOX12A8C139D43',b'Genius',125.875,../MillionSongSubset/data/A/I/E/TRAIELD128F92DC682.h5
23,0.711893841289885,0.5351630421238075,"b""Jane's Addiction""",0.0,327.1571,11.802,0.0,-5.234,0.6017080350955488,b'SORKXVV12A8C134C70',b'Price I Pay',138.657,../MillionSongSubset/data/B/E/K/TRBEKGR128F425DA44.h5
24,0.8894607253481954,0.6120672682978017,b'Beyonc\xc3\xa9',0.0,260.20526,0.375,0.0,-6.259,0.6672794941570311,b'SORLLRN12A58A7F1EE',b'Be With You',149.913,../MillionSongSubset/data/A/F/Y/TRAFYGO128F42727E7.h5
