,artistFamiliarity,artistHottness,artistName,dancebility,duration,endOfFadeIn,energy,loudness,songHotness,songID,songTitle,tempo,trackID
0,0.8095522095461632,0.5831470220911679,b'Ill Nino',0.0,202.13506,0.0,0.0,-3.778,0.23365501848515918,b'SOABTKM12A8AE4721E',"b""Nothing's Clear (Album Version)""",109.441,../MillionSongSubset/data/A/R/M/TRARMWA128F424147D.h5
1,0.6157403530616774,0.42360891263941286,b'Brian Eno And David Byrne',0.0,296.33261,0.334,0.0,-8.209,,b'SOAGYNF12AB0187EEE',b'The Jezebel Spirit',118.203,../MillionSongSubset/data/A/G/Q/TRAGQLG128F9351109.h5
2,0.8771194242780367,0.560912657330455,b'Jennifer Lopez',0.0,211.56526,0.177,0.0,-1.81,0.8047496937743612,b'SOAYOFO12AF72A4B88',b'Play',104.796,../MillionSongSubset/data/A/L/J/TRALJBT128F4266FD8.h5
3,0.8844610520596998,0.6194314223109001,b'Sean Paul',0.0,245.34159,0.252,0.0,-7.663,0.5690490346799796,b'SOBEVGM12A67ADBCA7',b'Baby Boy [feat. Beyonce]',91.099,../MillionSongSubset/data/B/D/O/TRBDOVF128E0795641.h5
4,0.7311842304128983,0.5492043838770254,b'Sex Pistols',0.0,129.93261,0.943,0.0,-6.458,0.7048527132188785,b'SOBSEGK12A58A7BEBF',b'Seventeen',129.722,../MillionSongSubset/data/A/L/S/TRALSXX128F92F94B0.h5
5,0.9089842956402567,0.562506672288816,b'Daddy Yankee',0.0,172.90404,0.0,0.0,-4.064,0.7449865097672015,b'SOCSXZF12AC468D3E3',b'Descontrol',93.029,../MillionSongSubset/data/A/Q/Y/TRAQYFL12903D138CF.h5
6,0.8302522617224859,0.5079658021593736,b'Porcupine Tree',0.0,441.88689,0.0,0.0,-5.94,0.863477373662886,b'SOCXOJF12A6D4FCD91',b'Strip The Soul (album version)',154.24,../MillionSongSubset/data/B/F/B/TRBFBAB128F4227B85.h5
7,0.8650215114996607,0.9160532282837347,b'Coldplay',0.0,274.41587,0.322,0.0,-7.446,0.8102636131560579,b'SOEHTZE12A6310F0F2',b'One I Love',134.027,../MillionSongSubset/data/A/G/S/TRAGSGF128E0780CA7.h5
8,0.8331785608902065,0.6822631767638205,b'Shakira Featuring Wyclef Jean',0.0,217.36444,0.224,0.0,-5.152,0.7373853102276186,b'SOEHWGF12A6D4F8B2B',"b""Hips Don't Lie (featuring Wyclef Jean)""",100.023,../MillionSongSubset/data/A/A/K/TRAAKDG128F42A0ECB.h5
9,0.9195170922254553,0.5479404294879846,b'Plies featuring Tank',0.0,218.04363,3.129,0.0,-5.672,0.46630483075728635,b'SOFKEDR12A8C13D381',b'You (featuring Tank) (Amended Album Version)',73.178,../MillionSongSubset/data/A/V/P/TRAVPOV128F429EC1B.h5
10,0.5580903521123824,0.34984132667097523,b'Francisco C\xc3\xa9spedes',0.0,204.53832,0.572,0.0,-9.84,0.5375039041917102,b'SOFKTVC12A81C20A23',b'Se\xc3\xb1ora (bonus track)',110.666,../MillionSongSubset/data/A/C/S/TRACSTF128F4238A87.h5
11,0.8474517132179911,0.779968004597178,b'Nickelback featuring Kid Rock',0.0,223.99955,0.409,0.0,-3.709,0.6836473417498574,b'SOFOAIA12A8C136186',"b""Saturday Night's Alright (For Fighting)""",156.005,../MillionSongSubset/data/A/Q/T/TRAQTKV128F427BFA5.h5
12,0.9160582384829289,0.5354083792298137,b'Lily Allen',0.0,277.83791,6.327,0.0,-6.399,0.74046782736251,b'SOHIHSR12AB0184E8F',"b""Everyone's At It""",116.957,../MillionSongSubset/data/B/C/J/TRBCJUF128F93190C2.h5
13,0.8725365986697359,0.6107314629039089,b'Aerosmith',0.0,319.73832,0.0,0.0,-4.277,,b'SOHTQAS12A6701C7BA',b'Crazy',162.343,../MillionSongSubset/data/A/Z/D/TRAZDPO128E078ECE6.h5
14,0.8440850613953652,0.7136698195798281,"b""Guns N' Roses""",0.0,524.87791,0.708,0.0,-7.219,0.7010404749722702,b'SOIHJSD12A6701EB04',b'Locomotive (Complicity)',118.101,../MillionSongSubset/data/A/G/B/TRAGBPI128E0792998.h5
15,1.0,0.8267770134906597,b'Akon',0.0,266.89261,0.0,0.0,-6.102,0.6441167835493163,b'SOIMYXI12AB018106C',b'Over The Edge',126.983,../MillionSongSubset/data/A/G/J/TRAGJQZ128F9302ADA.h5
16,0.9514878179609623,0.6589248241296217,b'Paramore',0.0,243.51302,2.467,0.0,-4.413,0.8484638848807815,b'SOJHUQN12A6D4F8EDE',b'Emergency (Album Version)',167.971,../MillionSongSubset/data/A/S/D/TRASDOI128F1480E28.h5
17,0.7964200437732492,0.5744970259575144,b'OutKast featuring George Clinton',0.0,311.30077,0.0,0.0,-6.791,0.6274948536700506,b'SOJSJBM12A8C1390D7',b'Synthesizer',94.904,../MillionSongSubset/data/A/O/H/TRAOHNR128F428CD58.h5
18,0.8894607253481954,0.6120672682978017,b'Beyonc\xc3\xa9 feat. Slim Thug',0.0,211.17342,0.299,0.0,-4.293,0.7295154739296363,b'SOKXYUW12A8C140229',b'Check On It',110.695,../MillionSongSubset/data/A/Y/Q/TRAYQLP128F92FA224.h5
19,0.9178639058476191,0.9082026192084819,b'Rihanna',0.0,213.26322,0.229,0.0,-6.146,0.7051480052409742,b'SOKZTHA12A8C134830',b'Good Girl Gone Bad',94.987,../MillionSongSubset/data/B/D/H/TRBDHKL128F426BE45.h5
20,0.9289369261885644,0.5985554118943955,b'Slipknot',0.0,294.00771,4.476,0.0,-4.557,0.7174580887642233,b'SONAEJC12A8AE45BB4',b'Gently (Album Version)',134.282,../MillionSongSubset/data/A/P/U/TRAPUDN128F423B45C.h5
21,0.8216973167394691,0.6017297557100237,b'Deftones',0.0,334.75873,0.0,0.0,-6.893,0.6588519378924199,b'SONCELS12A58A7D2A7',b'No Ordinary Love (Remastered LP Version)',166.03,../MillionSongSubset/data/B/H/I/TRBHIRB128F1452ACC.h5
22,0.737037558041999,0.5392454183492504,b'Dead Kennedys',0.0,182.04689,0.142,0.0,-4.058,0.7988956524829298,b'SOOBOKE12A8C136227',b'The Man with the Dogs',223.62,../MillionSongSubset/data/A/L/B/TRALBOZ128F4251490.h5
23,0.7498763671900177,0.5283022622842384,b'The Cardigans',0.0,259.76118,0.0,0.0,-10.175,0.6496750617831585,b'SOPFURM12A67020D2A',b'Iron Man',137.342,../MillionSongSubset/data/A/D/R/TRADRJK128E078F041.h5
