,artistFamiliarity,artistHottness,artistName,dancebility,duration,endOfFadeIn,energy,loudness,songHotness,songID,songTitle,tempo,trackID
0,0.8844610520596998,0.6194314223109001,b'Sean Paul',0.0,245.34159,0.252,0.0,-7.663,0.5690490346799796,b'SOBEVGM12A67ADBCA7',b'Baby Boy [feat. Beyonce]',91.099,../MillionSongSubset/data/B/D/O/TRBDOVF128E0795641.h5
1,0.6876196662345889,0.417068912495152,b'Dub Pistols feat. TK',0.0,264.82893,0.712,0.0,-5.603,0.5248222581905113,b'SOCKRCU12A8C143B0C',b'Revitalise',100.019,../MillionSongSubset/data/A/T/I/TRATIQJ128F92DFA28.h5
2,0.9158232530331046,0.6655766191588914,b'Madonna',0.0,248.55465,2.485,0.0,-13.603,,b'SOCYUZL12A6701FA23',b'Bedtime Story (Album Version)',111.958,../MillionSongSubset/data/A/N/G/TRANGYF128E0786C33.h5
3,0.7111657865776896,0.46682699252718746,b'Soda Stereo',0.0,343.562,3.158,0.0,-11.947,0.2707759989463275,b'SODJAUI12AB0188C5E',b'Persiana Americana (Live)',104.521,../MillionSongSubset/data/A/D/T/TRADTQJ128F9340624.h5
4,0.7309590855000573,0.4814269364777582,"b'Ricky Martin Feat. La Mari de ""Chambao'",0.0,247.87546,0.0,0.0,-6.41,0.6011547871312662,b'SOEHBCX12AB0181B89',b'Tu Recuerdo',83.891,../MillionSongSubset/data/A/N/O/TRANONM128F92EAF7A.h5
5,0.9195170922254553,0.5479404294879846,b'Plies featuring Tank',0.0,218.04363,3.129,0.0,-5.672,0.46630483075728635,b'SOFKEDR12A8C13D381',b'You (featuring Tank) (Amended Album Version)',73.178,../MillionSongSubset/data/A/V/P/TRAVPOV128F429EC1B.h5
6,0.9160582384829289,0.5354083792298137,b'Lily Allen',0.0,277.83791,6.327,0.0,-6.399,0.74046782736251,b'SOHIHSR12AB0184E8F',"b""Everyone's At It""",116.957,../MillionSongSubset/data/B/C/J/TRBCJUF128F93190C2.h5
7,0.8725365986697359,0.6107314629039089,b'Aerosmith',0.0,319.73832,0.0,0.0,-4.277,,b'SOHTQAS12A6701C7BA',b'Crazy',162.343,../MillionSongSubset/data/A/Z/D/TRAZDPO128E078ECE6.h5
8,0.6451923387467661,0.47122432991900803,b'Jo\xc3\xa3o Gilberto / Gilberto Gil / Caetano Veloso',0.0,77.00853,2.949,0.0,-22.659,0.5729201479465231,b'SOHUKWF12A6D4FA598',b'Cordeiro De Nana',113.515,../MillionSongSubset/data/A/H/S/TRAHSPW128F149867A.h5
9,0.8224328293700504,0.5313033185652613,b'Whitesnake',0.0,250.3571,3.199,0.0,-7.356,0.8525913796618598,b'SOHWVJJ12AB0185F6D',b'Fool For Your Loving',125.783,../MillionSongSubset/data/A/C/Y/TRACYXW128F4297569.h5
10,0.8894607253481954,0.6120672682978017,b'Beyonc\xc3\xa9 feat. Slim Thug',0.0,211.17342,0.299,0.0,-4.293,0.7295154739296363,b'SOKXYUW12A8C140229',b'Check On It',110.695,../MillionSongSubset/data/A/Y/Q/TRAYQLP128F92FA224.h5
11,0.9473275066349645,0.6312895075854603,b'Britney Spears',0.0,196.80608,0.275,0.0,-3.693,0.8399838787545322,b'SOLSJHM12A8C139B46',"b""Can't Make You Love Me""",107.969,../MillionSongSubset/data/B/A/L/TRBALRR128F429625D.h5
12,0.8425776644765494,0.5145225782656295,b'Foals',0.0,315.27138,0.0,0.0,-6.611,0.728377176857355,b'SOMGPML12A8C13AE8C',b'Red Socks Pugie',156.917,../MillionSongSubset/data/A/T/T/TRATTGW128F427A82D.h5
13,0.6155041026415558,0.43983635888759404,b'Bersuit Vergarabat',0.0,307.35628,0.288,0.0,-7.769,0.5147533243380469,b'SONTEWC12AB0186E51',b'Sencillamente',135.982,../MillionSongSubset/data/A/C/F/TRACFXL128F930B28B.h5
14,0.6200271891846529,0.44037073066611837,b'Charly Garc\xc3\xada',0.0,223.05914,0.0,0.0,-7.383,0.48397724617065346,b'SOPEGIG12A6D4F8CAB',b'Ases\xc3\xadname',93.011,../MillionSongSubset/data/A/V/H/TRAVHLR128F146B476.h5
15,0.7788167165625715,0.5542914890128156,b'NOFX',0.0,144.50893,0.237,0.0,-7.787,0.6712360269845353,b'SOPIKEG12A58291636',b'Stickin In My Eye',152.622,../MillionSongSubset/data/A/A/F/TRAAFJW128F428A424.h5
16,0.8650215114996607,0.9160532282837347,b'Coldplay',0.0,269.34812,2.81,0.0,-6.294,0.7012663526153119,b'SOPMAEU12A67AE0C81',b'The World Turned Upside Down',136.82,../MillionSongSubset/data/B/C/J/TRBCJSZ128E07969B5.h5
17,0.6548608223430427,0.4514660603634324,b'MC5',0.0,307.722,0.13,0.0,-8.392,0.6756968072898051,b'SOPMKMD12A67020BD9',b'Miss X (LP Version)',75.706,../MillionSongSubset/data/A/E/F/TRAEFON128E078C6F8.h5
18,0.8650215114996607,0.9160532282837347,b'Coldplay',0.0,295.67955,5.671,0.0,-6.473,0.6511711244293451,b'SOPTYJX12A6701CDC6',"b""Things I Don't Understand""",137.008,../MillionSongSubset/data/B/F/L/TRBFLIP128E07897B4.h5
19,0.8457688664485438,0.7888059351620142,b'Kings Of Leon',0.0,168.82893,0.173,0.0,-6.538,0.9102250754999608,b'SOPWKOX12A8C139D43',b'Genius',125.875,../MillionSongSubset/data/A/I/E/TRAIELD128F92DC682.h5
20,0.6044144921616125,0.40051795068862267,b'Los Van Van',0.0,263.60118,0.073,0.0,-6.017,0.46630483075728635,b'SOREYUK12A58A7A253',b'Consuelate Como Yo',130.691,../MillionSongSubset/data/A/C/V/TRACVGF128F4277847.h5
21,0.8894607253481954,0.6120672682978017,b'Beyonc\xc3\xa9',0.0,260.20526,0.375,0.0,-6.259,0.6672794941570311,b'SORLLRN12A58A7F1EE',b'Be With You',149.913,../MillionSongSubset/data/A/F/Y/TRAFYGO128F42727E7.h5
22,0.9195170922254553,0.5479404294879846,b'Plies',0.0,223.65995,0.0,0.0,-6.947,0.4961753356732933,b'SORTPHZ12A8C13D374',b'I Am The Club (Explicit Album Version)',86.967,../MillionSongSubset/data/A/N/U/TRANUEV128F4282392.h5
